run_number,year,label,L1T//Run summary/L1TStage2CaloLayer1/ecalOccupancy_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer1/hcalOccupancy_score_AE_060324,L1T//Run summary/L1TStage2uGMT/ugmtMuonPt_score_AE_060324,L1T//Run summary/L1TStage2uGMT/ugmtMuonEta_score_AE_060324,L1T//Run summary/L1TStage2uGMT/ugmtMuonPhi_score_AE_060324,L1T//Run summary/L1TStage2uGMT/ugmtMuonPhivsEta_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Central-Jets/CenJetsOcc_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Central-Jets/CenJetsRank_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Forward-Jets/ForJetsOcc_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Forward-Jets/ForJetsRank_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Isolated-EG/IsoEGsOcc_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Isolated-EG/IsoEGsRank_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/NonIsolated-EG/NonIsoEGsOcc_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/NonIsolated-EG/NonIsoEGsRank_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Isolated-Tau/IsoTausOcc_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Isolated-Tau/IsoTausRank_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/NonIsolated-Tau/TausOcc_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/NonIsolated-Tau/TausRank_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Energy-Sums/ETTRank_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Energy-Sums/ETTEMRank_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Energy-Sums/HTTRank_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Energy-Sums/METRank_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Energy-Sums/METPhi_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Energy-Sums/METHFRank_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Energy-Sums/METHFPhi_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Energy-Sums/MHTRank_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Energy-Sums/MHTPhi_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Energy-Sums/MHTHFRank_score_AE_060324,L1T//Run summary/L1TStage2CaloLayer2/Energy-Sums/MHTHFPhi_score_AE_060324,L1T//Run summary/L1TStage2BMTF/bmtf_hwPt_score_AE_060324,L1T//Run summary/L1TStage2uGMT/BMTFInput/ugmtBMTFhwEta_score_AE_060324,L1T//Run summary/L1TStage2uGMT/BMTFInput/ugmtBMTFglbhwPhi_score_AE_060324,L1T//Run summary/L1TStage2uGMT/OMTFInput/ugmtOMTFhwPt_score_AE_060324,L1T//Run summary/L1TStage2uGMT/OMTFInput/ugmtOMTFhwEta_score_AE_060324,L1T//Run summary/L1TStage2uGMT/OMTFInput/ugmtOMTFglbhwPhiPos_score_AE_060324,L1T//Run summary/L1TStage2uGMT/OMTFInput/ugmtOMTFglbhwPhiNeg_score_AE_060324,L1T//Run summary/L1TStage2uGMT/ugmtMuonPhiEmtf_score_AE_060324,L1T//Run summary/L1TStage2EMTF/cscLCTOccupancy_score_AE_060324,L1T//Run summary/L1TObjects/L1TMuon/timing/First_bunch/muons_eta_phi_bx_firstbunch_0_score_AE_060324,L1T//Run summary/L1TObjects/L1TMuon/timing/Last_bunch/muons_eta_phi_bx_lastbunch_0_score_AE_060324,L1T//Run summary/L1TObjects/L1TTau/timing/First_bunch/tau_eta_phi_bx_firstbunch_0_score_AE_060324,L1T//Run summary/L1TObjects/L1TTau/timing/Last_bunch/tau_eta_phi_bx_lastbunch_0_score_AE_060324,L1T//Run summary/L1TObjects/L1TJet/timing/First_bunch/jet_eta_phi_bx_firstbunch_0_score_AE_060324,L1T//Run summary/L1TObjects/L1TJet/timing/Last_bunch/jet_eta_phi_bx_lastbunch_0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/First_bunch/ptmin_10p0_gev/egamma_eta_phi_bx_firstbunch_0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/Last_bunch/ptmin_10p0_gev/egamma_eta_phi_bx_lastbunch_0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/First_bunch/ptmin_20p0_gev/egamma_eta_phi_bx_firstbunch_0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/Last_bunch/ptmin_20p0_gev/egamma_eta_phi_bx_lastbunch_0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/First_bunch/ptmin_30p0_gev/egamma_eta_phi_bx_firstbunch_0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/Last_bunch/ptmin_30p0_gev/egamma_eta_phi_bx_lastbunch_0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/First_bunch/ptmin_10p0_gev/egamma_iso_bx_ieta_firstbunch_ptmin10p0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/First_bunch/ptmin_10p0_gev/egamma_noniso_bx_ieta_firstbunch_ptmin10p0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/Last_bunch/ptmin_10p0_gev/egamma_iso_bx_ieta_lastbunch_ptmin10p0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/Last_bunch/ptmin_10p0_gev/egamma_noniso_bx_ieta_lastbunch_ptmin10p0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/First_bunch/ptmin_20p0_gev/egamma_iso_bx_ieta_firstbunch_ptmin20p0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/First_bunch/ptmin_20p0_gev/egamma_noniso_bx_ieta_firstbunch_ptmin20p0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/Last_bunch/ptmin_20p0_gev/egamma_iso_bx_ieta_lastbunch_ptmin20p0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/Last_bunch/ptmin_20p0_gev/egamma_noniso_bx_ieta_lastbunch_ptmin20p0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/First_bunch/ptmin_30p0_gev/egamma_iso_bx_ieta_firstbunch_ptmin30p0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/First_bunch/ptmin_30p0_gev/egamma_noniso_bx_ieta_firstbunch_ptmin30p0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/Last_bunch/ptmin_30p0_gev/egamma_iso_bx_ieta_lastbunch_ptmin30p0_score_AE_060324,L1T//Run summary/L1TObjects/L1TEGamma/timing/Last_bunch/ptmin_30p0_gev/egamma_noniso_bx_ieta_lastbunch_ptmin30p0_score_AE_060324,algo
360224,2022,0,0.0003142329341320046,9.619080325056542e-06,0.002837287539265169,0.00019584741251842314,0.0015328033557217178,3.797189695136111e-05,2.671047694267081e-05,0.0003714348458043207,4.89310040258743e-05,0.0005860195906098753,9.466834294549799e-06,0.001370158881927695,8.770327953019349e-05,0.003092665859552078,6.943495807471434e-05,0.0006704667666105755,3.286793726221456e-05,0.00040117495027658823,0.0013808497805105346,0.00245574068765399,0.1374870193900385,5.01498335230019e-05,1.2833644991486946e-05,6.602912637036982e-05,1.5142819257168529e-05,0.0007205328322448747,2.5094245573685645e-05,0.0007552063333992218,1.8781834882259486e-05,0.0007770355002213092,0.00010492429188940246,6.866784865072471e-05,0.003411623011311448,0.000520390118866823,6.726740635481764e-05,0.00020886487164801018,0.001370611717942647,4.276995027335184e-05,0.003122482144114713,0.0032655634889781045,0.00040548787302924785,0.0004696104342231251,0.00022385950637890796,0.0002895136577092174,0.0005936794905758164,0.0007320962312882872,0.0013475035723585715,0.0018188954185757306,0.001969147390992647,0.0026949232797773707,0.00034484766722672126,0.000345594312279733,0.0002971155366936827,0.00022578299577652537,0.0005834966590214432,0.00047483561762028207,0.0005209968232597272,0.0004783169966032243,0.0007099640414545325,0.0006880833688424345,0.000723602411281329,0.0007088156627676146,ae
357482,2022,0,0.0003333234913464407,5.2763049743981696e-05,0.005200644405635104,0.0004462121370459348,0.001385616281579277,3.606173111361267e-05,2.4430574127920717e-05,0.0005418386789322337,0.00011777088874562941,0.0006497983804938734,1.847589916648938e-05,0.0023475631729347013,0.0001160700380586176,0.008112057002700925,8.146655737343949e-05,0.004492732511900939,0.00011495269343652021,0.004938848235831978,0.0021404543237540734,0.003437953670450489,0.1993591921720027,0.0003198871881692504,2.2809483882244926e-05,0.00043851480316277824,2.2209648701660433e-05,0.005135074554132051,6.137102813647047e-05,0.008817738219435437,6.095317914184066e-05,0.0015792095991397676,0.0001291946837685789,0.00011811074866169218,0.003611323711074289,0.00028692459783187285,0.0001244242660406123,0.0001245161128776593,0.0011146420607705016,0.00014308092679880062,0.005443397874213308,0.005978722649735175,0.0010196942933874676,0.0011270337518330532,0.0005249088304924056,0.0005954660449008515,0.0013931031566277907,0.0013561625126047975,0.003267367266002642,0.003668766024353737,0.004404678843257362,0.005468898868674628,0.0007884533478900125,0.0006049727760908485,0.0005838792512012244,0.0004821509204560559,0.0015745178387481615,0.0013008071556126666,0.0010347467195757098,0.0009126793065601241,0.0016608819502473373,0.0016352957507658513,0.001505609730452809,0.0014365085633225468,ae
362654,2022,0,0.00030624708973117995,4.83086177099939e-05,0.004943423378971055,0.00016625505627517639,0.001498402071288213,6.94288006163135e-05,4.417756262228834e-05,0.0023683163729179765,0.00027333521240324846,0.004832995413404829,0.00010074172286673994,0.001026137968024829,9.11570985975408e-05,0.009858770450745305,0.00017169218125025185,0.0026527917012659566,0.0001301768106548698,0.005103926369282716,0.0012898216534708436,0.0023750287132608084,0.09836584541348208,0.00032515877405784514,0.00014520884549204267,0.00029777032213769785,0.0001409176783542426,0.005151342427043364,0.00021352651496624037,0.0046631959548168065,0.0002208656664064806,0.00223045051516544,0.00048369144350228905,0.0004036401578451116,0.003939795902812461,0.000253023054232833,0.00047426509546786427,0.0004718983014050727,0.001295086856643743,4.1354181024827396e-05,0.01621661737777872,0.02127543035472083,0.0030337155938659154,0.0029130040891973594,0.0011453197506236053,0.0012983368075658976,0.006557137843782732,0.00516260073894122,0.013705716634843395,0.012099545488953966,0.02235885534739566,0.018500991557759045,0.0045379220316627234,0.002045337025659846,0.0027498807991743826,0.001957957582101758,0.005464695178304934,0.0037401237473605794,0.004725247567241433,0.003608364294728415,0.006658373312399924,0.006413179874466462,0.005896126879111143,0.005488479964034204,ae
357802,2022,0,0.0003178470220133565,1.3593759357757111e-05,0.005800548515533816,0.0004950089480177105,0.0014007189282889488,3.17241570662557e-05,2.425056610035346e-05,0.0004660184081886597,8.997273568515753e-05,0.0004376618911962041,1.233121375079835e-05,0.0015128882499658674,5.205577027803796e-05,0.0014742528448475416,6.612651910791755e-05,0.0017978944620581187,3.521998246044004e-05,0.0006692275635525041,0.0014172541802771458,0.002395061520219568,0.13116366405425373,0.00010003036290340367,2.6357811760819386e-05,0.00013382133975680855,2.5776688258148477e-05,0.0009948694483821775,4.171627564692211e-05,0.0008293074112939054,3.9886092687456835e-05,0.0002814143100338002,0.00017181271720138398,0.0001297925614748087,0.0034973059627009047,0.00044013834399329356,0.00011649372921753848,0.00010059019019863155,0.0011165978803095652,6.525887719909212e-05,0.003656778350701593,0.004034726575766763,0.0005399665315867888,0.0009032563080888041,0.0003041824171614938,0.0005387567867451791,0.0008117208116918874,0.0015070309151481189,0.0019202292546633987,0.003584492871363684,0.002845258580737253,0.005356822778318528,0.0003825126558646902,0.0004569535241136194,0.0006938946465888108,0.0005143793831488997,0.0008348715094009126,0.0007260249793000671,0.0012342461998265794,0.0009654879903630116,0.0011654139344716833,0.001047323530532176,0.0014990601427154044,0.0015250897432124817,ae
356999,2022,0,0.00031291622876751914,2.108427381293739e-05,0.004465635957709426,0.00018636522673099967,0.0014076078398324633,6.675568084212298e-05,4.2756644832922426e-05,0.0004706996755772924,0.0003203516401208005,0.0010801722815116633,3.954395593792796e-05,0.0011676122152562444,0.00011086634003105159,0.0013684032288853083,7.343599869928433e-05,0.0008734519240007315,0.00012674263854892443,0.0006311886684664966,0.0015569974827873618,0.0027152680598988206,0.1586299686135364,0.00013691938290487935,9.111507475235139e-05,0.00016529944264805118,8.452761725422196e-05,0.0010117701391950398,0.00020221301286098782,0.0018701271604427742,0.000183234320999794,0.0006116939602498704,0.00039320999249718377,0.0004777831342810715,0.004002298328237229,0.0003229951244876579,0.0004973149814145083,0.0004874246093562518,0.0011998001256557302,5.7432105501535807e-05,0.025119292849629105,0.03246863691198012,0.004699066632568823,0.0051747729215325415,0.002120534371793484,0.0024165653510752165,0.006891283257342118,0.00714251927624522,0.017515485846579068,0.018385851629219147,0.025951047182775487,0.028405867782385994,0.002936817988532304,0.002135953052657081,0.0028726936278899405,0.0015919327921964802,0.006891411813319255,0.005502852137113464,0.00558386300296864,0.004984066136596585,0.0083370176567905,0.008382181334661495,0.00805157492063521,0.008028907232000082,ae
360459,2022,0,0.0003197386234869172,2.639223033543803e-06,0.0032050991726526703,9.21168862975925e-05,0.0013977485868448374,8.50019445525995e-06,6.490920352454436e-06,0.0004743868023603332,1.7796196588762627e-05,0.0004736767833478494,7.249327191144828e-06,0.001002079577022083,2.2223430667222608e-05,0.0008794483696932928,5.766001043934323e-05,0.0005947590380804513,9.49939515124348e-06,0.0002503120675325311,0.001384848210810319,0.0027559538156717643,0.13100469345763952,5.493369429908781e-05,3.004568327143585e-06,4.381960700469399e-05,5.037644376453329e-06,0.0009172682867663672,9.297665905332482e-06,0.000688823907010033,4.661165830263967e-06,0.00016661288162193516,4.524727744270762e-05,2.0342462793314423e-05,0.0031107640041953006,9.165123269149404e-05,1.4269190499919211e-05,1.5195476064716642e-05,0.0011802521533549398,3.251958599209828e-05,0.0005575561290793138,0.0005894933170964862,7.917090749407315e-05,8.963287838761819e-05,4.12047285356538e-05,5.046957952345513e-05,0.00013048487265176513,0.00016239660498512898,0.00033654202059589365,0.0004168041683618721,0.00047468785023798056,0.0005728973104129599,0.0001577374193645292,0.00017326633925426597,0.00011064505582373545,6.102533387422165e-05,0.0001331016675475092,0.00012584820902511484,0.0001743493249231732,0.00015942098139621623,0.00019360651012505976,0.00019480924578216252,0.0002631947415103769,0.00023589470172792954,ae
362614,2022,0,0.0003063047792265756,4.83714127259566e-05,0.004507112454476462,0.0001093607522015946,0.0014215901410954757,1.8602966211321244e-05,1.7832878354821658e-05,0.002350824489226579,5.773510289738791e-05,0.00401781220224053,4.5533293314010625e-05,0.000956581304512827,6.420994856459063e-05,0.00816846668842893,0.0001521326465182166,0.003148775045745321,0.00010024836445977781,0.004490338564900358,0.001162279056025441,0.002235449920009716,0.10106432678439947,0.00026691968320966236,4.8116270694409384e-05,0.0001949152922764762,5.359114628522069e-05,0.004554719699526519,6.005505174274777e-05,0.004537078354904872,6.936807452362824e-05,0.0014462894271620448,0.00012223266103109074,8.269358668074735e-05,0.003771812031965924,0.00013093993388491946,7.087009531296561e-05,8.33334412490844e-05,0.0011901312914011724,3.614387636401926e-05,0.003225469046665635,0.0038586319575089653,0.0004197961086490432,0.0005361928940173492,0.00020486683074603135,0.00025363221863777363,0.0008975832250150534,0.001060224542540622,0.002222629275650266,0.002633946809056626,0.003041093286109992,0.003318243954714541,0.0009645611428726404,0.0006928959446013876,0.0005887515039937057,0.00037473379457531085,0.0008729247118601784,0.0006843772932670172,0.000995438477938999,0.0007854212453016721,0.0009594964073693107,0.0008682127803960781,0.0012325209399204758,0.0012546080194650205,ae
357706,2022,0,0.00034877120107013634,9.849072135980987e-05,0.009844829126115933,0.000690194879724768,0.0014276766950779656,6.79200583044721e-05,4.23879148373664e-05,0.0006387978963743659,0.00023865544014729377,0.001029198565894133,2.9078743884239162e-05,0.006041118002275686,0.0002372126721634594,0.022026758781475603,9.227480072247566e-05,0.005448950966642009,0.00017728300521230146,0.006167879430951716,0.0025421769206378005,0.003950537497759814,0.2334864462869418,0.000600326473112654,2.7450560007821334e-05,0.0008273177397364094,2.796110217739088e-05,0.011515816202284705,8.304808696945594e-05,0.01721192721361718,0.00010560842035176477,0.0028998851486747345,0.00024136775453214082,0.0001990016037890025,0.0033024777816423575,0.0006729185396372234,0.0002304133358866025,0.00025305447695275697,0.0011693769512028244,0.00015722780617777175,0.010718377622929336,0.01134477741003214,0.0016393082888854357,0.001931999781141398,0.0007369046387617156,0.0013229144938646977,0.0023657853186055053,0.0029498631528813973,0.006013221953130055,0.00668236123671237,0.009823965615207588,0.00989050242917335,0.0010354930681919412,0.0008354971678670301,0.00099157869772263,0.0007507403985083644,0.002187467558214181,0.001894751882477212,0.002547435397224912,0.0021466519200273705,0.0025908022478287034,0.002500582578983074,0.00319906648713473,0.003094632710244031,ae
357805,2022,0,0.0003175842467292901,1.3785328980773139e-05,0.006138126980223404,0.0007557793420323881,0.0014160069393528694,4.269936165764423e-05,3.195466409937486e-05,0.0005059244591397651,0.00014193219231555952,0.0005030912968580994,1.8694350271889805e-05,0.0016822663079547385,8.999524294025176e-05,0.0024628328813839674,6.832277344317616e-05,0.00203876598398707,6.559713345161112e-05,0.0010827587490534916,0.0015453722981871537,0.002563259300059757,0.12688229804176326,0.00010930287225698172,4.173567597743874e-05,0.00012593121037383402,3.761228236644565e-05,0.0012532948269051276,7.376476734388733e-05,0.0009243155235755452,6.709490970620647e-05,0.0006637489059953349,0.00020907403795566236,0.00021899801802284491,0.004187630199062562,0.0006722328061756599,0.0001898223542707405,0.00019665700098676109,0.0011400497032611286,6.079672163212238e-05,0.008001594858748013,0.009310931632997009,0.0010677781244101106,0.0015484427951661462,0.0006115667522765883,0.0009229587785199615,0.001989717238424549,0.0023784034811645156,0.0038841065364996143,0.005105599383110773,0.005504928899205889,0.007550704251478634,0.0010336348574629733,0.0009044160603179016,0.0010370496392242213,0.0007382834491105141,0.0016741369025895822,0.0013443932496549373,0.001766022200977565,0.0016083814525258298,0.0020742729926283,0.0020615066426037713,0.0022219138840228747,0.0022237352724590806,ae
362655,2022,0,0.00030609045737168026,4.928756232364319e-05,0.004288304645314036,0.00013956661585591277,0.0013945061680709287,1.4901271253971575e-05,1.3074302925515491e-05,0.0024017674499687875,3.289145805292208e-05,0.003910929815180955,4.719218092939517e-05,0.0009470022056397373,4.4799015928249316e-05,0.007659063891392491,0.00016249001879723227,0.0029591237143867886,0.00010240791202283137,0.004674349809197868,0.001208217165010787,0.002324356553038945,0.10094609529739149,0.000267365598710251,3.9615022618714525e-05,0.00020035464639542674,4.571285347989839e-05,0.004568066779309604,4.249761298943807e-05,0.004353888809092957,5.139821785836703e-05,0.0013671729520517894,6.686082655622857e-05,4.157093594262054e-05,0.0033435482037394,0.00021619723233943922,4.1227367315205064e-05,3.698519682306993e-05,0.0011510776697617258,3.458082762040697e-05,0.001652303507007202,0.0021249971581727227,0.00020422191332345927,0.00023298731198691496,0.00011357362153975921,0.00013513500867191774,0.00038072964759573296,0.0004973685056975014,0.0009923123850536183,0.0012453654355183928,0.0015277853867017041,0.001884000137951078,0.0005424957427277888,0.0003804916486588891,0.00031496551526008384,0.0001534781561820337,0.00046443154318192095,0.00032526674423648277,0.0004479070272933206,0.0003523114790590048,0.0005637923740990343,0.0005042873479425642,0.0005703168540760501,0.0005455681942610189,ae
